year,als,auv,aux,bea,bor,bur,cha1,cha2,gai,ger,hlv,idf,jur,lan,llv,lux,mar,nit,nlo,nrv,sav,spa,slo,srv,swi,vse,vpc
1393,NA,NA,NA,NA,NA,1.2727272727272734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,NA,NA,NA,NA,NA,10.481481481481481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,NA,NA,NA,NA,NA,19.458333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,NA,NA,NA,NA,NA,15.359444444444446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,NA,NA,NA,NA,NA,18.729166666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,NA,NA,NA,NA,NA,29.52080808080808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,NA,NA,NA,NA,NA,26.272727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,NA,NA,NA,NA,NA,24.02080808080808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,NA,NA,NA,NA,NA,26.48148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,NA,NA,NA,NA,NA,27.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,NA,NA,NA,NA,NA,17.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,NA,NA,NA,NA,NA,15.458333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,NA,NA,NA,NA,NA,36.45833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,NA,NA,NA,NA,NA,17.272727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,NA,NA,NA,NA,NA,30.113611111111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,NA,NA,NA,NA,NA,21.48148148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,NA,NA,NA,NA,NA,24.865530303030305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,NA,NA,NA,NA,NA,21.136363636363637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,NA,NA,NA,NA,NA,9.481481481481481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,NA,NA,NA,NA,NA,17.950000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,NA,NA,NA,NA,NA,-2.6344696969696972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,NA,NA,NA,NA,NA,23.272727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,NA,NA,NA,NA,NA,10.377104377104377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,NA,NA,NA,NA,NA,25.950000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,NA,NA,NA,NA,NA,11.768888888888888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1430,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.631578947368421,NA,NA,NA
1434,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.63157894736842,NA,NA,NA
1437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.63157894736842,NA,NA,NA
1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.631578947368421,NA,NA,NA
1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.631578947368421,NA,NA,NA
1441,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63157894736842,NA,NA,NA
1442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.631578947368421,NA,NA,NA
1443,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.631578947368421,NA,NA,NA
1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63157894736842,NA,NA,NA
1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,63.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,NA,NA,NA,NA,49,42,NA,NA,NA,NA,NA,NA,37.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,NA,NA,NA,NA,45,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,22.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,44.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.631578947368421,NA,NA,NA
1459,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,NA,NA,NA,NA,27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,NA,NA,NA,NA,59,41,NA,NA,NA,NA,NA,NA,47.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,45.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
1468,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
1470,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
1471,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,NA,NA,NA,NA,45,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.052631578947368,NA,NA,NA
1476,NA,NA,NA,NA,36,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.815789473684211,NA,NA,NA
1477,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,NA,NA,NA,NA,25,19,NA,NA,NA,NA,NA,23.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA
1481,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,NA,NA,NA,NA,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,NA,NA,NA,NA,26,15,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,NA,NA,NA,NA,14,21,NA,NA,NA,NA,NA,37.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.631578947368421,NA,NA,NA
1485,NA,NA,NA,NA,53,44,NA,NA,50,NA,NA,15.03333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,15.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,25.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,45.23333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,19.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,24.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,49.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,23.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,NA,NA,NA,NA,NA,36,NA,NA,29,NA,NA,31.333333333333332,42.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,23.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,36.133333333333326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA
1497,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,32.633333333333326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
1498,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,19.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA
1499,NA,NA,NA,NA,NA,29,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,35,NA,NA
1500,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
1501,NA,NA,NA,NA,NA,19,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA
1502,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,15.395833333333332,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
1503,NA,NA,NA,NA,NA,28,NA,NA,27,NA,NA,6.395833333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,17,NA,NA
1504,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,20.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,27,NA,NA
1505,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,43.033333333333324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
1506,NA,NA,NA,NA,NA,28,NA,NA,36,NA,NA,17.395833333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,41,NA,NA
1507,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,9.395833333333332,44.976190476190474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
1508,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,28.395833333333332,46,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
1509,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,20.395833333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
1510,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,27.53333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,35,NA,NA
1511,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,35.533333333333324,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,51,NA,NA
1512,NA,NA,NA,NA,NA,24,NA,NA,25,NA,NA,16.364583333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,33,NA,NA
1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.364583333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,35,NA,NA
